DEPARTAMENTO;MUNICIPIO;CODIGO DANE;ARMAS MEDIOS;FECHA HECHO;GENERO;GRUPO ETARIO;CANTIDAD;DELITO
ANTIOQUIA;COPACABANA;52120;SIN EMPLEO DE ARMAS;26/04/2015;FEMENINO;MENORES;1;ARTICULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 A¥OS
ANTIOQUIA;MEDELLIN;50010;ESCOPOLAMINA;27/04/2015;FEMENINO;MENORES;1;ARTICULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 A¥OS
ANTIOQUIA;PUEBLORRICO;55760;SIN EMPLEO DE ARMAS;27/04/2015;FEMENINO;MENORES;1;ARTICULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 A¥OS
ANTIOQUIA;SEGOVIA;57360;SIN EMPLEO DE ARMAS;27/04/2015;FEMENINO;ADULTOS;1;ARTICULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 A¥OS
ANTIOQUIA;SAN JUAN DE URABA;56590;SIN EMPLEO DE ARMAS;27/04/2015;MASCULINO;MENORES;1;ARTICULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 A¥OS
ANTIOQUIA;MEDELLIN;50010;SIN EMPLEO DE ARMAS;27/04/2015;FEMENINO;MENORES;1;ARTICULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 A¥OS
ANTIOQUIA;MEDELLIN;50010;SIN EMPLEO DE ARMAS;27/04/2015;FEMENINO;MENORES;1;ARTICULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 A¥OS
ANTIOQUIA;MEDELLIN;50010;SIN EMPLEO DE ARMAS;27/04/2015;FEMENINO;MENORES;1;ARTICULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 A¥OS
ANTIOQUIA;MEDELLIN;50010;SIN EMPLEO DE ARMAS;27/04/2015;FEMENINO;MENORES;1;ARTICULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 A¥OS
ANTIOQUIA;MEDELLIN;50010;SIN EMPLEO DE ARMAS;27/04/2015;FEMENINO;ADOLECENTES;1;ARTICULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 A¥OS
ANTIOQUIA;MEDELLIN;50010;SIN EMPLEO DE ARMAS;27/04/2015;FEMENINO;ADOLECENTES;1;ARTICULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 A¥OS
ANTIOQUIA;BELLO;50880;SIN EMPLEO DE ARMAS;27/04/2015;FEMENINO;MENORES;1;ARTICULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 A¥OS
ANTIOQUIA;BARBOSA;50790;SIN EMPLEO DE ARMAS;27/04/2015;FEMENINO;ADULTOS;1;ARTICULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 A¥OS
ANTIOQUIA;APARTADO;50450;SIN EMPLEO DE ARMAS;28/04/2015;FEMENINO;MENORES;1;ARTICULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 A¥OS
ANTIOQUIA;MEDELLIN;50010;SIN EMPLEO DE ARMAS;29/04/2015;FEMENINO;MENORES;1;ARTICULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 A¥OS
ANTIOQUIA;MEDELLIN;50010;SIN EMPLEO DE ARMAS;29/04/2015;FEMENINO;MENORES;1;ARTICULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 A¥OS
ANTIOQUIA;TURBO;58370;SIN EMPLEO DE ARMAS;30/04/2015;FEMENINO;ADULTOS;1;ARTICULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 A¥OS
ANTIOQUIA;MEDELLIN;50010;SIN EMPLEO DE ARMAS;30/04/2015;FEMENINO;MENORES;1;ARTICULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 A¥OS
ANTIOQUIA;MEDELLIN;50010;SIN EMPLEO DE ARMAS;30/04/2015;FEMENINO;ADULTOS;2;ARTICULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 A¥OS
ANTIOQUIA;VALDIVIA;58540;SIN EMPLEO DE ARMAS;30/04/2015;MASCULINO;ADOLECENTES;1;ARTICULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 A¥OS
ANTIOQUIA;PUEBLORRICO;55760;SIN EMPLEO DE ARMAS;01/05/2015;FEMENINO;MENORES;1;ARTICULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 A¥OS
ANTIOQUIA;FRONTINO;52840;SIN EMPLEO DE ARMAS;01/05/2015;FEMENINO;MENORES;1;ARTICULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 A¥OS
ANTIOQUIA;ARMENIA;50590;SIN EMPLEO DE ARMAS;01/05/2015;FEMENINO;MENORES;1;ARTICULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 A¥OS
ANTIOQUIA;MEDELLIN;50010;SIN EMPLEO DE ARMAS;01/05/2015;MASCULINO;MENORES;1;ARTICULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 A¥OS
ANTIOQUIA;MEDELLIN;50010;SIN EMPLEO DE ARMAS;02/05/2015;FEMENINO;MENORES;1;ARTICULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 A¥OS
ANTIOQUIA;BELLO;50880;SIN EMPLEO DE ARMAS;02/05/2015;MASCULINO;MENORES;1;ARTICULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 A¥OS
ANTIOQUIA;URAMITA;58420;NO REPORTADO;02/05/2015;MASCULINO;MENORES;1;ARTICULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 A¥OS
ANTIOQUIA;MEDELLIN;50010;ESCOPOLAMINA;04/05/2015;FEMENINO;MENORES;1;ARTICULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 A¥OS
ANTIOQUIA;SANTAFE DE ANTIOQUIA;50420;SIN EMPLEO DE ARMAS;04/05/2015;FEMENINO;ADULTOS;1;ARTICULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 A¥OS
ANTIOQUIA;MEDELLIN;50010;SIN EMPLEO DE ARMAS;04/05/2015;MASCULINO;MENORES;1;ARTICULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 A¥OS
ANTIOQUIA;MEDELLIN;50010;SIN EMPLEO DE ARMAS;04/05/2015;FEMENINO;MENORES;2;ARTICULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 A¥OS
ANTIOQUIA;MEDELLIN;50010;SIN EMPLEO DE ARMAS;04/05/2015;FEMENINO;ADULTOS;1;ARTICULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 A¥OS
ANTIOQUIA;MEDELLIN;50010;ESCOPOLAMINA;05/05/2015;FEMENINO;MENORES;1;ARTICULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 A¥OS
ANTIOQUIA;BELLO;50880;ESCOPOLAMINA;05/05/2015;FEMENINO;ADOLECENTES;1;ARTICULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 A¥OS
ANTIOQUIA;SANTA BARBARA;56790;SIN EMPLEO DE ARMAS;05/05/2015;FEMENINO;ADULTOS;1;ARTICULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 A¥OS
ANTIOQUIA;MEDELLIN;50010;SIN EMPLEO DE ARMAS;05/05/2015;FEMENINO;MENORES;1;ARTICULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 A¥OS
ANTIOQUIA;MEDELLIN;50010;SIN EMPLEO DE ARMAS;05/05/2015;MASCULINO;MENORES;1;ARTICULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 A¥OS
ANTIOQUIA;MEDELLIN;50010;SIN EMPLEO DE ARMAS;05/05/2015;FEMENINO;MENORES;1;ARTICULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 A¥OS
ANTIOQUIA;MEDELLIN;50010;SIN EMPLEO DE ARMAS;05/05/2015;FEMENINO;ADOLECENTES;1;ARTICULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 A¥OS
ANTIOQUIA;SAN RAFAEL;56670;SIN EMPLEO DE ARMAS;05/05/2015;FEMENINO;MENORES;1;ARTICULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 A¥OS
ANTIOQUIA;FRONTINO;52840;NO REPORTADO;05/05/2015;FEMENINO;MENORES;1;ARTICULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 A¥OS
ANTIOQUIA;FRONTINO;52840;NO REPORTADO;05/05/2015;FEMENINO;MENORES;1;ARTICULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 A¥OS
ANTIOQUIA;TITIRIBI;58090;NO REPORTADO;05/05/2015;FEMENINO;MENORES;1;ARTICULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 A¥OS
ANTIOQUIA;MEDELLIN;50010;ESCOPOLAMINA;06/05/2015;FEMENINO;ADULTOS;1;ARTICULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 A¥OS
ANTIOQUIA;BELLO;50880;ESCOPOLAMINA;06/05/2015;FEMENINO;MENORES;1;ARTICULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 A¥OS
ANTIOQUIA;MEDELLIN;50010;SIN EMPLEO DE ARMAS;06/05/2015;FEMENINO;MENORES;1;ARTICULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 A¥OS
ANTIOQUIA;MEDELLIN;50010;SIN EMPLEO DE ARMAS;06/05/2015;FEMENINO;MENORES;1;ARTICULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 A¥OS
ANTIOQUIA;MEDELLIN;50010;SIN EMPLEO DE ARMAS;06/05/2015;FEMENINO;MENORES;1;ARTICULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 A¥OS
ANTIOQUIA;BELLO;50880;SIN EMPLEO DE ARMAS;06/05/2015;FEMENINO;MENORES;1;ARTICULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 A¥OS
ANTIOQUIA;TURBO;58370;SIN EMPLEO DE ARMAS;07/05/2015;FEMENINO;ADULTOS;1;ARTICULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 A¥OS
ANTIOQUIA;MEDELLIN;50010;SIN EMPLEO DE ARMAS;07/05/2015;FEMENINO;MENORES;1;ARTICULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 A¥OS
ANTIOQUIA;MEDELLIN;50010;SIN EMPLEO DE ARMAS;07/05/2015;FEMENINO;MENORES;1;ARTICULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 A¥OS
ANTIOQUIA;MEDELLIN;50010;SIN EMPLEO DE ARMAS;07/05/2015;FEMENINO;ADULTOS;1;ARTICULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 A¥OS
ANTIOQUIA;MEDELLIN;50010;SIN EMPLEO DE ARMAS;08/05/2015;MASCULINO;ADOLECENTES;1;ARTICULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 A¥OS
ANTIOQUIA;MEDELLIN;50010;SIN EMPLEO DE ARMAS;08/05/2015;FEMENINO;ADULTOS;1;ARTICULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 A¥OS
ANTIOQUIA;ITAGUI;53600;SIN EMPLEO DE ARMAS;08/05/2015;FEMENINO;MENORES;1;ARTICULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 A¥OS
ANTIOQUIA;SAN JUAN DE URABA;56590;ARMA BLANCA CORTOPUNZANTE;09/05/2015;FEMENINO;MENORES;1;ARTICULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 A¥OS
ANTIOQUIA;ENVIGADO;52660;SIN EMPLEO DE ARMAS;09/05/2015;FEMENINO;ADULTOS;1;ARTICULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 A¥OS
ANTIOQUIA;GUARNE;53180;SIN EMPLEO DE ARMAS;09/05/2015;FEMENINO;MENORES;1;ARTICULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 A¥OS
ANTIOQUIA;SEGOVIA;57360;SIN EMPLEO DE ARMAS;09/05/2015;MASCULINO;MENORES;1;ARTICULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 A¥OS
ANTIOQUIA;BELLO;50880;SIN EMPLEO DE ARMAS;09/05/2015;FEMENINO;ADULTOS;1;ARTICULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 A¥OS
ANTIOQUIA;ITAGUI;53600;SIN EMPLEO DE ARMAS;09/05/2015;FEMENINO;MENORES;1;ARTICULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 A¥OS
ANTIOQUIA;RIONEGRO;56150;NO REPORTADO;09/05/2015;FEMENINO;MENORES;1;ARTICULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 A¥OS
ANTIOQUIA;MEDELLIN;50010;SIN EMPLEO DE ARMAS;10/05/2015;FEMENINO;MENORES;1;ARTICULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 A¥OS
ANTIOQUIA;MEDELLIN;50010;SIN EMPLEO DE ARMAS;10/05/2015;FEMENINO;MENORES;1;ARTICULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 A¥OS
ANTIOQUIA;BELLO;50880;SIN EMPLEO DE ARMAS;10/05/2015;FEMENINO;MENORES;1;ARTICULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 A¥OS
ANTIOQUIA;SANTA BARBARA;56790;SIN EMPLEO DE ARMAS;11/05/2015;FEMENINO;ADULTOS;1;ARTICULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 A¥OS
ANTIOQUIA;SANTA BARBARA;56790;SIN EMPLEO DE ARMAS;11/05/2015;FEMENINO;MENORES;1;ARTICULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 A¥OS
ANTIOQUIA;MEDELLIN;50010;SIN EMPLEO DE ARMAS;11/05/2015;FEMENINO;MENORES;1;ARTICULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 A¥OS
ANTIOQUIA;ITAGUI;53600;SIN EMPLEO DE ARMAS;11/05/2015;FEMENINO;MENORES;1;ARTICULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 A¥OS
ANTIOQUIA;ITAGUI;53600;SIN EMPLEO DE ARMAS;11/05/2015;FEMENINO;MENORES;1;ARTICULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 A¥OS
ANTIOQUIA;MEDELLIN;50010;SIN EMPLEO DE ARMAS;12/05/2015;MASCULINO;MENORES;1;ARTICULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 A¥OS
ANTIOQUIA;TAMESIS;57890;SIN EMPLEO DE ARMAS;12/05/2015;FEMENINO;MENORES;1;ARTICULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 A¥OS
ANTIOQUIA;MEDELLIN;50010;SIN EMPLEO DE ARMAS;12/05/2015;FEMENINO;MENORES;1;ARTICULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 A¥OS
ANTIOQUIA;MEDELLIN;50010;SIN EMPLEO DE ARMAS;13/05/2015;FEMENINO;MENORES;1;ARTICULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 A¥OS
ANTIOQUIA;MEDELLIN;50010;SIN EMPLEO DE ARMAS;13/05/2015;MASCULINO;ADULTOS;1;ARTICULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 A¥OS
ANTIOQUIA;AMALFI;50310;SIN EMPLEO DE ARMAS;14/05/2015;FEMENINO;ADULTOS;1;ARTICULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 A¥OS
ANTIOQUIA;MEDELLIN;50010;SIN EMPLEO DE ARMAS;14/05/2015;FEMENINO;ADULTOS;1;ARTICULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 A¥OS
ANTIOQUIA;MEDELLIN;50010;SIN EMPLEO DE ARMAS;14/05/2015;FEMENINO;ADULTOS;1;ARTICULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 A¥OS
ANTIOQUIA;MEDELLIN;50010;SIN EMPLEO DE ARMAS;15/05/2015;FEMENINO;MENORES;1;ARTICULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 A¥OS
ANTIOQUIA;COPACABANA;52120;SIN EMPLEO DE ARMAS;15/05/2015;FEMENINO;MENORES;1;ARTICULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 A¥OS
ANTIOQUIA;SAN ROQUE;56700;NO REPORTADO;15/05/2015;FEMENINO;ADULTOS;1;ARTICULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 A¥OS
ANTIOQUIA;MEDELLIN;50010;SIN EMPLEO DE ARMAS;16/05/2015;FEMENINO;MENORES;1;ARTICULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 A¥OS
ANTIOQUIA;MEDELLIN;50010;SIN EMPLEO DE ARMAS;17/05/2015;FEMENINO;MENORES;1;ARTICULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 A¥OS
ANTIOQUIA;ENVIGADO;52660;SIN EMPLEO DE ARMAS;18/05/2015;FEMENINO;MENORES;1;ARTICULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 A¥OS
ANTIOQUIA;MEDELLIN;50010;SIN EMPLEO DE ARMAS;18/05/2015;FEMENINO;MENORES;1;ARTICULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 A¥OS
ANTIOQUIA;MEDELLIN;50010;SIN EMPLEO DE ARMAS;18/05/2015;MASCULINO;MENORES;1;ARTICULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 A¥OS
ANTIOQUIA;MEDELLIN;50010;ESCOPOLAMINA;19/05/2015;FEMENINO;ADOLECENTES;1;ARTICULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 A¥OS
ANTIOQUIA;SANTA BARBARA;56790;SIN EMPLEO DE ARMAS;19/05/2015;FEMENINO;ADULTOS;1;ARTICULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 A¥OS
ANTIOQUIA;MEDELLIN;50010;SIN EMPLEO DE ARMAS;19/05/2015;FEMENINO;MENORES;1;ARTICULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 A¥OS
ANTIOQUIA;MEDELLIN;50010;SIN EMPLEO DE ARMAS;19/05/2015;FEMENINO;MENORES;1;ARTICULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 A¥OS
ANTIOQUIA;MEDELLIN;50010;SIN EMPLEO DE ARMAS;19/05/2015;FEMENINO;MENORES;1;ARTICULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 A¥OS
ANTIOQUIA;BELLO;50880;SIN EMPLEO DE ARMAS;20/05/2015;FEMENINO;MENORES;1;ARTICULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 A¥OS
ANTIOQUIA;BELLO;50880;SIN EMPLEO DE ARMAS;20/05/2015;FEMENINO;MENORES;1;ARTICULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 A¥OS
ANTIOQUIA;EL SANTUARIO;56970;SIN EMPLEO DE ARMAS;21/05/2015;FEMENINO;MENORES;1;ARTICULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 A¥OS
ANTIOQUIA;SAN JUAN DE URABA;56590;SIN EMPLEO DE ARMAS;21/05/2015;FEMENINO;MENORES;1;ARTICULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 A¥OS
ANTIOQUIA;MEDELLIN;50010;SIN EMPLEO DE ARMAS;21/05/2015;FEMENINO;MENORES;1;ARTICULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 A¥OS
ANTIOQUIA;BELLO;50880;SIN EMPLEO DE ARMAS;21/05/2015;FEMENINO;MENORES;1;ARTICULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 A¥OS
ANTIOQUIA;PUERTO NARE;55850;SIN EMPLEO DE ARMAS;22/05/2015;FEMENINO;ADULTOS;1;ARTICULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 A¥OS
ANTIOQUIA;MEDELLIN;50010;SIN EMPLEO DE ARMAS;22/05/2015;MASCULINO;MENORES;1;ARTICULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 A¥OS
ANTIOQUIA;BELLO;50880;SIN EMPLEO DE ARMAS;22/05/2015;FEMENINO;MENORES;1;ARTICULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 A¥OS
ANTIOQUIA;MEDELLIN;50010;SIN EMPLEO DE ARMAS;23/05/2015;MASCULINO;MENORES;1;ARTICULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 A¥OS
ANTIOQUIA;MEDELLIN;50010;SIN EMPLEO DE ARMAS;23/05/2015;FEMENINO;ADULTOS;1;ARTICULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 A¥OS
ANTIOQUIA;BELLO;50880;SIN EMPLEO DE ARMAS;23/05/2015;FEMENINO;MENORES;1;ARTICULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 A¥OS
ANTIOQUIA;SANTA BARBARA;56790;SIN EMPLEO DE ARMAS;25/05/2015;FEMENINO;ADULTOS;1;ARTICULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 A¥OS
ANTIOQUIA;MEDELLIN;50010;SIN EMPLEO DE ARMAS;25/05/2015;FEMENINO;MENORES;1;ARTICULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 A¥OS
ANTIOQUIA;MEDELLIN;50010;SIN EMPLEO DE ARMAS;25/05/2015;FEMENINO;ADOLECENTES;1;ARTICULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 A¥OS
ANTIOQUIA;MEDELLIN;50010;SIN EMPLEO DE ARMAS;26/05/2015;FEMENINO;MENORES;1;ARTICULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 A¥OS
ANTIOQUIA;MEDELLIN;50010;SIN EMPLEO DE ARMAS;26/05/2015;FEMENINO;MENORES;1;ARTICULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 A¥OS
ANTIOQUIA;BELLO;50880;SIN EMPLEO DE ARMAS;26/05/2015;FEMENINO;MENORES;1;ARTICULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 A¥OS
ANTIOQUIA;GIRARDOTA;53080;SIN EMPLEO DE ARMAS;27/05/2015;FEMENINO;MENORES;1;ARTICULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 A¥OS
ANTIOQUIA;MEDELLIN;50010;SIN EMPLEO DE ARMAS;27/05/2015;FEMENINO;MENORES;1;ARTICULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 A¥OS
ANTIOQUIA;MEDELLIN;50010;SIN EMPLEO DE ARMAS;27/05/2015;FEMENINO;MENORES;1;ARTICULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 A¥OS
ANTIOQUIA;MEDELLIN;50010;SIN EMPLEO DE ARMAS;27/05/2015;FEMENINO;MENORES;1;ARTICULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 A¥OS
ANTIOQUIA;BELLO;50880;ARMA BLANCA CORTOPUNZANTE;28/05/2015;FEMENINO;MENORES;1;ARTICULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 A¥OS
ANTIOQUIA;SEGOVIA;57360;SIN EMPLEO DE ARMAS;28/05/2015;FEMENINO;ADOLECENTES;1;ARTICULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 A¥OS
ANTIOQUIA;MEDELLIN;50010;SIN EMPLEO DE ARMAS;28/05/2015;MASCULINO;MENORES;1;ARTICULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 A¥OS
ANTIOQUIA;MEDELLIN;50010;SIN EMPLEO DE ARMAS;28/05/2015;FEMENINO;MENORES;1;ARTICULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 A¥OS
ANTIOQUIA;MACEO;54250;SIN EMPLEO DE ARMAS;28/05/2015;FEMENINO;MENORES;1;ARTICULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 A¥OS
ANTIOQUIA;ENVIGADO;52660;SIN EMPLEO DE ARMAS;29/05/2015;FEMENINO;MENORES;1;ARTICULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 A¥OS
ANTIOQUIA;TURBO;58370;SIN EMPLEO DE ARMAS;29/05/2015;FEMENINO;MENORES;1;ARTICULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 A¥OS
ANTIOQUIA;MEDELLIN;50010;SIN EMPLEO DE ARMAS;29/05/2015;FEMENINO;MENORES;1;ARTICULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 A¥OS
ANTIOQUIA;MEDELLIN;50010;OBJETO CONTUNDENTE;30/05/2015;FEMENINO;MENORES;1;ARTICULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 A¥OS
ANTIOQUIA;MEDELLIN;50010;SIN EMPLEO DE ARMAS;30/05/2015;FEMENINO;MENORES;1;ARTICULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 A¥OS
ANTIOQUIA;MEDELLIN;50010;SIN EMPLEO DE ARMAS;30/05/2015;FEMENINO;MENORES;1;ARTICULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 A¥OS
ANTIOQUIA;URRAO;58470;SIN EMPLEO DE ARMAS;30/05/2015;FEMENINO;MENORES;1;ARTICULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 A¥OS
ANTIOQUIA;MEDELLIN;50010;SIN EMPLEO DE ARMAS;31/05/2015;FEMENINO;MENORES;1;ARTICULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 A¥OS
ANTIOQUIA;MEDELLIN;50010;SIN EMPLEO DE ARMAS;31/05/2015;FEMENINO;ADULTOS;1;ARTICULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 A¥OS
ANTIOQUIA;MEDELLIN;50010;SIN EMPLEO DE ARMAS;01/06/2015;FEMENINO;MENORES;1;ARTICULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 A¥OS
ANTIOQUIA;MEDELLIN;50010;SIN EMPLEO DE ARMAS;01/06/2015;FEMENINO;MENORES;1;ARTICULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 A¥OS
ANTIOQUIA;MEDELLIN;50010;SIN EMPLEO DE ARMAS;01/06/2015;MASCULINO;MENORES;1;ARTICULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 A¥OS
ANTIOQUIA;MEDELLIN;50010;SIN EMPLEO DE ARMAS;01/06/2015;FEMENINO;MENORES;2;ARTICULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 A¥OS
ANTIOQUIA;MEDELLIN;50010;SIN EMPLEO DE ARMAS;01/06/2015;FEMENINO;ADULTOS;1;ARTICULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 A¥OS
ANTIOQUIA;BELLO;50880;SIN EMPLEO DE ARMAS;01/06/2015;FEMENINO;MENORES;1;ARTICULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 A¥OS
ANTIOQUIA;SANTA ROSA DE OSOS;56860;SIN EMPLEO DE ARMAS;02/06/2015;FEMENINO;MENORES;1;ARTICULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 A¥OS
ANTIOQUIA;MEDELLIN;50010;SIN EMPLEO DE ARMAS;02/06/2015;FEMENINO;MENORES;1;ARTICULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 A¥OS
